ph	Hardness	Solids	Chloramines	Sulfate	Conductivity	Organic_carbon	Trihalomethanes	Turbidity	Potability
39.285.564.923.233.500	19.166.599.767.878.600	17.328.161.457.014.800	7.692.417.173.913.010	30.647.955.825.261.900	4.060.856.141.409.090	9.578.602.450.484.990	45.480.738.060.374.900	5.060.835.979.341.720	0
5.999.125.177.726.390	21.971.610.877.461.100	1.934.579.133.187.440	6.029.641.484.447.200	26.428.506.897.579.700	49.747.715.053.535.900	1.638.119.482.488.390	46.303.522.781.124.100	5.046.973.115.947.740	0
889.958.837.829.117	20.810.654.806.769.400	17.915.085.972.353.300	4.793.574.529.321.030	3.345.717.850.202.060	38.115.935.374.514.100	14.398.740.236.893.900	48.299.496.531.858.600	39.286.137.101.792.600	0
73.753.376.198.926.300	19.486.808.270.582.000	28.767.757.422.570.500	5.074.145.829.065.990	3.499.852.426.324.740	495.037.067.478.959	14.247.681.984.081.900	7.709.423.429.682.800	5.127.394.948.805.860	0
897.932.285.265.221	18.430.922.197.365.400	2.496.732.299.778.180	6.264.584.284.592.310	3.352.169.276.575.730	48.558.318.789.174.200	8.280.181.032.468.980	63.944.178.344.878.400	4.264.944.045.592.400	0
8.532.377.473.918.300	21.645.410.758.937.700	30.268.421.271.864.400	6.298.969.845.634.640	3.309.784.658.027.270	43.616.497.531.362.900	11.895.700.439.726.500	55.921.827.165.759.400	23.800.880.493.685.300	0
7.213.537.481.050.560	1.766.400.633.499.070	3.472.740.856.407.360	51.622.780.440.847.000	28.770.691.200.012.500	33.219.950.715.811.100	10.327.476.198.747.700	7.726.146.783.734.620	3.497.480.960.958.100	0
8.895.574.457.925.980	1.073.833.271.231.580	27.622.746.267.541.700	6.163.319.674.060.590	4.601.070.689.926.530	4.449.295.835.933.550	1.399.513.553.541.960	7.834.841.499.174.770	4.754.234.801.908.660	0
6.582.764.203.677.880	21.918.481.365.881.700	219.615.269.170.624	6.987.977.754.010.040	3.489.000.156.544.660	3.412.099.364.946.020	15.178.368.420.177.400	6.898.196.615.855.170	3.668.879.696.635.320	0
6.841.221.063.159.610	16.667.694.993.783.500	28.263.803.720.296.700	71.157.146.702.234.000	31.879.020.156.650.000	5.321.847.407.793.810	21.469.491.278.323.000	7.822.774.763.903.150	5.092.364.652.373.030	0
7.146.117.224.742.140	1.814.344.193.519.670	3.326.657.157.516.280	8.381.737.717.287.850	3.731.971.457.990.460	4.851.092.147.580.300	1.546.998.024.074.590	5.281.293.150.934.860	4.775.201.717.853.430	0
750.757.529.645.138	1.725.040.208.489.620	18.328.695.899.359.100	6.907.736.146.953.910	3.514.186.342.314.680	37.707.513.261.025.200	10.678.254.946.054.800	6.885.219.615.143.540	37.030.010.473.243.700	0
7.997.175.822.735.120	2.148.196.268.986.120	2.057.557.315.960.780	6.191.399.219.857.790	3.120.080.944.585.860	513.540.398.386.387	1.770.310.392.522.040	7.029.121.365.888.350	4.817.668.211.405.940	0
51.743.459.983.462	23.432.856.907.423.400	11.746.607.522.157.100	6.961.265.386.435.570	3.149.868.004.507.200	4.071.023.016.775.680	13.771.679.971.240.000	36.183.535.871.813.000	3.689.144.992.138.570	0
7.811.512.445.222.390	2.588.916.011.614.200	20.911.904.666.062.100	6.361.756.274.566.990	2.891.421.748.787.790	4.211.330.347.716.790	9.631.649.747.296.870	7.170.322.700.573.530	4.546.070.210.293.160	0
743.721.665.310.552	24.272.996.862.823.100	2.018.558.715.565.250	6.121.662.233.034.360	30.616.925.121.160.800	41.365.595.100.059.100	10.262.777.634.926.200	6.452.918.473.942.540	3.866.874.572.569.850	0
795.387.811.515.525	17.806.654.960.793.900	18.677.279.222.049.000	5.699.539.953.172.670	36.821.767.979.927	35.629.434.097.052.000	18.638.602.773.057.900	6.146.280.650.584.550	28.602.239.702.228.200	0
8.058.135.996.612.340	19.127.793.161.063.200	29.298.359.491.551.100	6.129.172.580.010.110	35.664.525.406.420.700	27.850.263.260.667.600	12.606.204.406.639.500	6.551.136.125.130.450	3.130.608.939.839.330	0
9.497.261.162.881.250	12.448.281.022.312.000	3.368.133.014.018.340	4.814.655.980.036.510	42.718.450.834.902.600	530.217.007.876.155	1.997.031.760.783.590	4.980.984.100.696.180	5.242.105.329.965.890	0
7.984.710.742.242.030	12.106.735.745.563.100	40.709.781.662.842.800	5.796.841.349.089.030	4.453.595.466.581.440	3.385.099.837.257.600	12.818.816.297.141.600	5.926.919.287.846.290	4.567.879.972.284.670	0
6.261.110.580.253.390	27.046.617.064.471.600	8.572.421.508.507.410	9.922.076.246.517.330	2.863.275.623.696.920	49.094.265.074.565.200	12.926.434.941.642.300	2.221.932.677.123.920	4.753.018.575.157.600	0
6.957.802.749.302.860	21.923.995.225.195.300	20.215.632.849.284.600	7.054.093.205.452.200	3.066.473.844.661.230	4.313.706.621.886.600	17.427.144.621.297.200	5.643.564.638.967.570	45.877.454.688.101.400	0
6.732.713.713.421.400	19.776.697.434.286.500	3.382.064.575.966.660	7.396.764.075.492.320	35.317.632.828.281.800	32.136.451.848.592.000	19.340.498.789.532.300	8.537.196.089.063.050	38.854.050.373.065.600	0
4.886.057.056.804.730	2.729.203.850.794.960	1.549.661.171.860.210	6.985.179.146.933.560	2.665.622.105.144.650	5.695.812.877.801.920	1.730.153.609.224.240	795.979.880.021.016	3.079.373.114.175.480	0
8.518.531.795.246.270	12.826.346.576.732.400	32.018.289.631.213.100	6.058.740.241.409.300	458.441.072.258.561	5.541.390.374.266.260	15.976.195.725.254.900	8.747.182.130.405.590	4.147.168.618.141.650	0
6.950.786.515.485.460	20.180.549.063.698.900	21.709.647.708.957.300	6.120.771.056.260.080	3.523.037.707.030.090	4.171.844.457.622.790	19.683.492.919.789.300	4.923.680.885.668.410	39.979.752.150.854.300	0
6.023.022.741.325.020	17.073.228.872.711.000	1.092.536.010.387.030	8.200.972.594.216.250	30.579.652.935.047.300	508.851.053.087.782	12.244.622.261.795.900	62.967.793.227.652.500	3.668.088.579.274.870	0
9.011.480.407.411.010	16.791.892.171.541.500	3.486.535.768.157.470	31.395.526.577.613.700	4.006.917.742.597.560	3.854.096.084.791.190	16.574.190.027.091.100	5.052.655.122.012.740	4.270.801.389.375.350	0
7.946.767.904.206.170	2.771.169.457.168.400	24.244.111.962.849.200	75.611.758.040.877.000	2.733.843.106.305.220	3.068.374.019.331.570	11.796.234.731.912.900	7.001.966.581.473.650	3.038.483.125.240.430	0
8.141.861.116.382.470	21.037.656.141.758.300	25.433.465.014.926.500	8.390.811.851.463.150	38.523.665.639.373.200	32.186.747.412.825.600	11.483.523.615.571.900	8.530.071.701.396.860	4.136.950.485.502.740	0
7.703.356.821.382.100	21.134.468.669.587.800	12.861.946.542.042.400	924.530.582.842.397	34.763.083.355.817.100	5.986.628.773.555.650	10.542.341.791.180.300	9.111.869.818.917.010	47.321.253.460.612.500	0
9.252.856.508.985.330	1.680.407.510.677.610	50.279.262.429.338.400	59.050.557.942.709.800	4.154.508.100.950.870	4.000.035.891.200.170	11.949.853.845.496.100	622.568.812.631.832	33.005.858.263.579.800	0
6.152.857.802.124.510	17.112.528.741.087.900	24.978.483.176.888.700	8.216.485.933.055.080	3.238.243.755.200.660	4.060.944.270.997.210	10.881.215.335.175	6.571.471.834.095.240	4.403.083.393.696.850	0
7.130.099.196.200.050	2.756.797.801.464.150	9.480.617.796.477.690	8.415.948.255.041.110	2.956.188.377.042.750	38.345.506.826.281.400	18.322.878.845.470.600	9.441.630.108.075.180	1.986.191.593.058.410	0
6.792.125.450.218.400	16.579.428.627.237.500	17.782.604.408.324.900	4.970.601.199.345.960	3.077.527.028.003.660	3.706.005.777.886.270	15.138.093.781.477.400	9.660.054.206.778.780	4.042.637.641.436.020	0
8.885.626.344.053.180	17.183.977.666.295.100	19.113.011.912.328.900	6.503.297.311.235.950	40.410.431.214.238.000	3.996.725.563.801.650	17.623.594.070.661.500	7.683.122.644.607.020	2.993.300.944.496.910	0
7.183.108.734.458.520	22.511.607.898.533.200	5.097.825.849.772.470	6.081.664.052.544.260	36.163.138.106.423.200	2.949.912.246.649.430	5.537.059.328.787.900	8.145.394.122.034.300	4.006.424.839.252.370	0
61.574.431.448.430.300	15.583.570.621.680.600	259.377.114.383.158	8.163.143.897.751.490	29.819.240.617.220.500	5.332.883.507.364.410	14.356.495.676.505.900	6.812.076.147.730.350	4.770.154.312.108.580	0
6.467.868.301.691.490	23.669.464.808.871.100	76.564.132.482.594.100	9.840.948.553.809.700	2.144.608.337.745.450	35.634.784.187.380.400	14.412.733.586.189.200	54.641.175.534.182.000	2.861.063.942.572.020	0
7.488.133.464.330.410	1.773.530.518.223.560	24.786.050.527.721.700	8.613.303.748.019.460	36.921.067.127.860.300	3.878.680.751.686.360	14.149.473.097.200.500	4.896.599.558.207.350	34.740.347.171.181.600	0
7.323.545.119.666.450	18.413.607.042.511.600	210.442.026.629.225	6.842.947.201.540.680	3.272.612.020.965.960	37.949.245.341.347.600	8.335.244.529.353.810	9.031.206.176.129.570	489.842.104.143.532	0
6.931.470.426.933.320	15.684.119.489.020.700	3.579.375.778.674.370	7.286.335.787.828.280	38.465.480.251.245.000	3.986.479.442.541.530	17.858.241.710.204.100	7.223.652.477.407.960	4.249.333.174.167.700	0
6.306.864.459.373.670	22.096.997.974.032.500	2.241.890.818.885.890	7.153.363.581.991.460	28.397.599.250.264.500	3.509.092.266.374.590	1.986.138.156.029.640	6.183.618.530.381.480	4.619.172.769.338.620	0
66.096.803.221.946.200	2.164.280.319.009.540	1.796.386.684.547.200	772.531.395.856.043	34.628.532.887.923.400	4.661.030.079.553.110	11.468.432.035.315.700	4.125.286.912.409.830	35.891.464.414.221.900	0
6.632.205.878.654.960	2.327.385.451.720.160	9.809.904.000.074.890	8.336.777.937.778.920	30.232.577.178.168.700	4.583.667.847.374.610	13.304.852.351.281.800	6.531.883.499.822.910	34.437.405.597.575.200	0
5.716.755.666.530.130	1.971.042.098.290.990	12.641.527.808.865.500	8.702.061.413.699.430	28.701.256.445.172.900	34.508.393.643.177.700	1.727.396.599.830.400	5.841.151.474.383.040	40.806.749.961.624.200	0
7.740.453.870.226.310	1.825.410.725.181.180	19.713.504.368.329.700	885.438.613.128.691	3.823.415.895.837.460	489.047.044.090.182	8.866.966.526.343.730	5.787.745.539.989.070	35.413.166.704.565.200	0
6.513.016.585.960.500	18.533.853.982.631.700	26.262.545.482.066.000	6.742.150.214.684.480	2.890.143.482.255.440	41.010.130.885.853.100	1.292.465.309.837.370	8.365.219.038.005.730	37.299.609.158.167.400	0
7.277.143.966.771.510	19.488.086.103.221.500	18.270.105.061.286.300	6.121.931.341.619.020	34.487.975.373.027.200	4.026.645.820.622.830	15.459.751.597.829.200	7.698.723.151.169.930	4.931.353.521.983.000	0
66.430.265.381.410.800	20.523.311.938.923.800	20.511.369.240.322.400	5.908.110.988.006.820	3.133.538.129.765.160	4.556.932.559.864.730	16.021.940.726.669.700	5.215.347.185.314.530	37.099.886.624.912.300	0
6.110.545.160.785.590	1.666.373.052.223.230	21.319.794.396.766.300	7.681.244.589.718.960	3.112.535.645.807.770	3.406.306.415.230.610	13.623.813.467.204.100	9.549.467.973.469.800	6.064.559.250.159.780	0
7.831.117.736.766.910	1.824.738.755.722.850	19.130.961.531.432.900	6.803.061.490.988.780	3.402.759.489.465.610	4.334.604.373.010.900	10.793.995.697.990.500	7.589.570.012.242.650	3.807.997.463.749.790	0
6.980.727.163.646.460	20.046.722.559.427.500	30.862.784.458.532.100	6.196.276.275.580.310	3.916.668.777.310.950	422.489.596.220.183	906.690.216.961.914	4.825.046.773.776.660	5.437.618.576.761.170	0
8.552.782.415.873.250	2.178.033.177.234.210	3.903.060.370.461.170	6.986.705.178.191.450	3.737.461.927.726.450	3.405.662.445.043.560	1.908.488.284.674.090	53.856.055.422.832.400	29.408.479.958.845.900	0
64.493.794.387.538.600	2.757.467.164.820.930	8.607.612.509.852.150	77.016.303.933.176.200	27.219.756.472.544.600	38.438.066.922.042.900	16.078.305.215.861.900	5.440.446.126.652.170	37.154.287.500.907.300	0
7.392.084.037.518.900	17.352.877.840.044.600	2.018.567.622.897.990	9.120.931.424.656.200	3.841.172.465.899.870	3.100.748.511.865.540	23.317.699.120.548.300	8.112.954.279.825.710	3.778.458.495.607.910	0
8.360.795.827.235.100	21.813.962.198.847.300	2.872.217.584.686.680	5.536.705.208.224.560	31.028.657.707.291.900	47.155.359.458.903.000	10.644.554.417.064.500	4.977.194.098.726.140	37.159.514.091.370.400	0
7.619.845.076.953.610	1.135.046.982.156.930	37.279.128.949.954.900	6.360.070.218.692.950	3.778.751.931.375.850	2.853.499.428.449.920	17.030.429.005.912.500	48.929.139.904.711.400	37.796.484.330.491.100	0
5.404.510.674.147.480	2.589.034.888.104.300	1.016.817.653.621.150	9.648.197.063.754.990	24.871.196.339.106.900	3.969.112.142.092.110	15.512.207.656.189.100	6.580.533.075.001.470	39.981.758.863.091.000	0
7.079.303.517.779.590	13.700.735.518.463.100	24.282.154.769.061.500	5.705.692.803.459.660	43.363.389.991.491.100	34.272.531.842.613.800	9.113.945.215.891.360	8.832.860.483.411.160	5.553.173.840.879.230	0
7.161.714.892.641.490	23.833.358.409.066.200	13.680.764.138.035.400	9.274.119.529.411.770	2.844.078.420.271.860	4.787.669.704.993.520	1.683.629.124.658.940	7.438.357.981.813.800	3.909.973.568.447.570	0
6.854.946.858.787.270	14.985.348.697.706.800	16.203.090.696.900.700	5.734.803.644.794.410	3.757.186.596.005.960	35.034.470.835.807.700	1.171.889.473.037.680	7.549.873.682.349.280	4.938.999.307.033.020	0
730.955.640.748.172	24.483.977.006.285.700	2.227.762.602.183.720	77.155.717.774.251.900	3.690.388.410.331.240	4.772.353.812.842.720	12.475.118.719.828.000	60.806.902.070.210.500	3.707.413.724.281.800	0
9.313.465.892.899.940	13.314.175.116.516.000	4.198.261.065.530.990	6.628.037.164.519.290	41.724.538.778.736.400	26.780.171.067.020.400	10.368.230.182.150.300	7.543.614.701.212.270	4.493.612.764.909.590	0
6.187.938.053.993.090	24.952.711.113.284.600	12.682.150.940.770.600	6.253.224.096.114.960	26.326.841.625.114.600	2.747.647.028.108.310	14.352.955.259.082.500	57.623.367.690.743.200	35.461.832.023.705.000	0
79.653.373.053.048	15.154.188.891.672.200	25.274.610.304.821.000	7.106.043.485.706.110	3.523.161.820.063.580	5.276.882.417.154.600	15.792.624.973.789.200	5.226.848.971.307.080	33.909.821.110.531.900	0
9.264.390.908.634.610	1.604.286.939.702	19.607.754.919.172.400	3.988.748.935.660.370	4.166.983.846.311.430	4.277.938.337.302.100	14.992.989.779.791.500	958.048.003.722.675	31.755.207.736.356.200	0
775.404.435.394.794	19.344.985.384.445.600	1.901.927.950.469.180	8.107.066.902.830.640	3.779.900.086.088.820	5.974.860.409.584.500	8.939.818.291.550.290	45.721.308.070.644.600	3.760.298.085.013.080	0
8.176.079.615.301.630	20.155.370.076.987.000	21.856.988.628.005.700	5.241.047.394.363.030	320.260.119.542.225	46.480.333.023.265.400	15.627.640.701.192.700	61.654.743.957.355.200	411.232.245.771.067	0
71.910.248.566.863.400	15.130.667.357.089.100	23.781.328.740.155.900	9.214.409.134.571.250	403.788.429.906.366	4.651.268.382.545.510	1.688.421.403.421.740	7.751.544.432.438.620	4.270.645.692.708.770	0
7.793.039.171.409.160	25.765.773.902.678.300	1.739.838.584.333.540	8.271.245.714.487.420	2.513.839.436.816.420	4.397.015.995.303.380	9.557.030.904.869.690	5.423.543.289.159.110	3.389.270.098.308.850	0
38.788.793.890.688	17.771.284.092.836.600	2.193.747.156.902.810	7.369.768.571.309.850	2.992.416.239.048.490	44.730.375.575.365.900	12.451.911.879.217.200	6.316.311.345.592.590	4.927.711.075.497.060	0
39.782.846.273.167.300	16.081.847.436.463.800	14.433.780.495.551.200	841.089.222.279.898	31.129.532.886.977.500	4.143.282.148.266	2.077.148.503.355.560	7.827.324.004.383.930	37.515.657.688.987.200	0
7.480.728.113.602.170	11.705.731.445.445.400	28.357.942.773.948.000	4.702.820.909.863.450	41.485.578.396.069.500	47.205.933.940.894.100	18.340.212.078.035.800	763.445.814.685.711	3.714.874.787.439.820	0
44.770.917.139.584.800	23.628.248.955.402.200	26.843.470.364.384.900	4.842.658.321.262.620	20.789.048.227.407.500	4.569.797.718.349.880	1.622.570.589.167.020	7.403.569.524.445.250	432.768.028.988.057	0
692.265.237.065.665	1.858.189.891.329.860	14.682.665.838.222.600	9.886.831.313.709.730	3.410.664.040.428.120	5.607.877.028.161.910	22.466.127.567.766.000	6.439.542.224.522.140	28.773.542.665.385.000	0
6.904.536.858.235.750	11.086.578.832.349.000	3.298.125.837.721.570	26.212.675.556.211.700	3.683.870.379.630.720	4.172.493.946.369.870	12.118.720.324.168.400	33.499.381.020.424.200	50.589.054.483.892.600	0
6.548.017.642.485.210	1.760.065.361.472.170	38.368.012.617.715.400	7.415.053.893.783.200	27.809.330.932.124.700	29.112.152.764.296.900	19.422.535.020.533.600	8.136.856.759.048.140	5.930.227.576.581.430	0
6.581.082.756.075.460	21.753.850.402.153.900	24.480.671.795.007.400	5.837.151.801.943.090	31.063.291.048.911.000	4.764.586.674.162.520	11.434.239.357.597.300	4.855.190.969.041.960	35.113.697.182.865.000	0
786.464.967.253.437	21.815.310.691.388.600	2.304.572.624.697.210	7.432.010.934.769.430	3.499.228.521.065.610	4.143.651.493.572.390	14.785.982.514.678.000	7.260.797.966.719.040	35.859.335.216.953.100	0
6.136.907.177.131.180	15.178.431.903.703.000	20.561.694.730.732.900	8.487.855.964.788.040	38.415.607.863.424.400	3.636.184.916.045.740	13.713.702.924.612.100	9.658.286.502.051.710	4.704.585.017.974.250	0
6.947.028.539.657.340	16.887.953.922.942.600	17.540.030.217.458.500	64.094.762.736.430.900	38.729.990.710.288.100	37.202.281.697.437.900	1.519.819.135.981.370	740.073.725.974.143	260.018.773.266.633	0
62.033.225.076.896.500	21.485.011.121.444.800	29.426.473.780.194.900	8.034.868.234.556.980	36.972.668.337.071.600	31.976.668.145.748.000	1.024.786.327.002.280	6.530.863.745.472.790	3.487.920.050.688.020	0
8.373.170.925.244.920	17.952.140.640.052.600	22.022.626.216.658.800	5.215.042.349.699.970	3.394.922.222.008.320	3.966.966.973.925.060	1.369.708.743.901.830	11.043.108.031.792.600	2.786.329.667.144.380	0
5.921.247.069.476.010	20.094.373.043.741.700	1.739.740.285.771.140	67.562.000.288.851.800	27.920.230.710.049.400	3.804.998.179.392.720	1.125.535.690.102.210	3.196.629.680.923.200	37.467.755.604.654.800	0
8.829.806.178.150.640	2.161.221.437.373.340	17.732.914.670.264.500	7.856.311.801.421.970	37.725.383.386.968.300	30.189.595.905.839.000	1.621.071.289.056.600	6.440.935.885.651.260	4.423.886.041.610.500	0
683.221.738.756.748	16.427.439.311.244.600	14.015.044.769.113.800	6.055.985.023.442.330	2.816.780.401.041.650	3.899.780.973.315.520	14.836.636.743.870.800	44.367.573.762.707.900	31.454.155.114.301.700	0
4.293.961.234.794.350	19.236.073.702.122.700	24.600.760.690.546.400	8.261.635.176.374.640	2.613.570.408.464.160	4.758.764.151.134.500	10.799.428.446.711.700	5.361.984.740.200.440	5.105.120.757.070.880	0
9.678.050.853.902.550	1.883.687.407.851.480	26.402.703.957.347.400	40.741.411.623.718.800	39.590.420.766.511.500	3.250.011.155.437.080	16.917.993.803.045.100	9.141.687.997.250.210	30.297.003.349.809.100	0
8.662.709.501.389.220	17.353.194.724.332.100	2.033.307.949.521.740	56.363.884.333.914.600	4.397.879.384.247.580	45.963.311.971.528.500	1.628.331.118.044.050	8.992.425.262.242.420	5.120.102.527.824.210	0
5.897.391.120.843.130	17.203.438.531.654.500	30.575.357.138.474	8.649.614.737.162.610	393.554.892.238.793	4.265.058.342.925.400	16.311.658.241.895.500	7.454.398.066.731.060	2.961.602.417.916.410	0
9.494.242.648.038.430	27.482.836.925.370.200	2.187.970.420.789.100	5.265.718.338.065.390	364.682.634.348.411	5.810.781.564.148.180	13.636.013.975.087.600	6.211.964.302.909.870	31.890.255.397.078.700	0
7.080.193.059.013.200	18.582.572.638.319.900	39.431.112.653.235.300	8.806.392.748.957.960	2.862.238.756.655.370	35.593.759.648.346.400	7.781.493.373.146.190	3.962.383.474.483.440	14.922.066.153.042.400	0
805.304.368.223.556	21.178.323.531.812.900	3.708.654.605.405.960	8.267.536.832.327.540	25.144.349.970.246.300	5.128.990.363.712.600	19.166.620.232.734.500	732.489.843.314.067	33.015.748.949.924.900	0
